"placeId","cid","title","street","city","state","categoryName","temporarilyClosed","reviewsCount","price","imagesCount","isAdvertisement","description","permanentlyClosed","url","rank","totalScore","location/lat","location/lng"
"ChIJF_qGgpyB0IkRbsKs0nt2t4k","9923530578121769582","3-D Light-Loose Threads","118 Ithaca Cmns","Ithaca","New York","Clothing store","false","13",,"3","false",,"false","https://www.google.com/maps/place/3-D+Light-Loose+Threads/@42.4397678,-76.4983504,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0819c8286fa17:0x89b7767bd2acc26e!8m2!3d42.4397678!4d-76.4983504!16s%2Fg%2F1td6692g?hl=en&entry=ttu","6","3.9","42.4397678","-76.4983504"
"ChIJKaOTClqC0IkRcOZc-MpUdVI","5941748514112202352","LOFT","40 Catherwood Rd","Ithaca","New York","Women's clothing store","false","33","$$","7","false","Women's apparel brand known for its careerwear, dresses & separates in contemporary styles.","false","https://www.google.com/maps/place/LOFT/@42.483581,-76.4907043,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0825a0a93a329:0x527554caf85ce670!8m2!3d42.483581!4d-76.4907043!16s%2Fg%2F11b7bxsxgh?hl=en&entry=ttu","5","4.1","42.483581","-76.4907043"
"ChIJZ6N2UJyB0IkRYm_g7CdfQsI","13997855216903417698","Petrune","128 E State St","Ithaca","New York","Clothing store","false","37",,"8","false","Quaint shop featuring indie designers along with vintage clothing from every decade for men & women.","false","https://www.google.com/maps/place/Petrune/@42.4396735,-76.4979388,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0819c5076a367:0xc2425f27ece06f62!8m2!3d42.4396735!4d-76.4979388!16s%2Fg%2F1td_zl2v?hl=en&entry=ttu","5","4.6","42.4396735","-76.4979388"
"ChIJYcqj95yB0IkReEYKs8LrwRM","1423678178685765240","The Cornell Store on the Ithaca Commons","102 E State St","Ithaca","New York","Clothing store","false","61",,"170","false",,"false","https://www.google.com/maps/place/The+Cornell+Store+on+the+Ithaca+Commons/@42.4396732,-76.4988578,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0819cf7a3ca61:0x13c1ebc2b30a4678!8m2!3d42.4396732!4d-76.4988578!16s%2Fg%2F11b_2dz49d?hl=en&entry=ttu","4","4.4","42.4396732","-76.4988578"
"ChIJs-VPZziB0IkR7Y4Upix4wZQ","10718980721278750445","Old Navy","744 S Meadow St Suite 350","Ithaca","New York","Clothing store","false","13",,"5","false","Chain with a wide range of clothing for the family from jeans to loungewear, plus fun accessories.","false","https://www.google.com/maps/place/Old+Navy/@42.4287805,-76.5104712,17z/data=!3m1!4b1!4m6!3m5!1s0x89d08138674fe5b3:0x94c1782ca6148eed!8m2!3d42.4287805!4d-76.5104712!16s%2Fg%2F11m49w2_qv?hl=en&entry=ttu","4","3.8","42.4287805","-76.5104712"
"ChIJ721JIh-B0IkRaYkfcUkaeYc","9761862570035087721","Kohl's","410 Elmira Rd","Ithaca","New York","Department store","false","549","$","32","false","Chain department store offering a wide selection of clothing, accessories & homewares.","false","https://www.google.com/maps/place/Kohl's/@42.4187195,-76.5220197,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0811f22496def:0x87791a49711f8969!8m2!3d42.4187195!4d-76.5220197!16s%2Fg%2F1tj7xc0x?hl=en&entry=ttu","3","4.2","42.4187195","-76.5220197"
"ChIJp3rm5T-C0IkRkKoM9kgXSeA","16161474339928844944","Talbots","903 Hanshaw Rd","Ithaca","New York","Women's clothing store","false","11","$$$","2","false","Women's apparel chain offering workwear, dresses, casual clothes & accessories in classic styles.","false","https://www.google.com/maps/place/Talbots/@42.4689419,-76.4795595,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0823fe5e67aa7:0xe0491748f60caa90!8m2!3d42.4689419!4d-76.4795595!16s%2Fg%2F1tfv62vr?hl=en&entry=ttu","3","4.4","42.4689419","-76.4795595"
"ChIJCVweQlyC0IkRWJk79b3a0l0","6760706500034533720","T.J. Maxx","744 S Meadow St","Ithaca","New York","Department store","false","545","$","88","false","Retail chain featuring stylish brand-name apparel, shoes & accessories, plus housewares.","false","https://www.google.com/maps/place/T.J.+Maxx/@42.4290441,-76.510465,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0825c421e5c09:0x5dd2dabdf53b9958!8m2!3d42.4290441!4d-76.510465!16s%2Fg%2F1td_j70j?hl=en&entry=ttu","1","4.2","42.4290441","-76.510465"
"ChIJF0QAa5yB0IkRPTrPsygSr8U","14244624112420862525","Urban Outfitters","131 E Green St","Ithaca","New York","Clothing store","false","85","$$$","18","false","Chain with a hipster vibe known for on-trend fashions, accessories & quirky home-decor items.","false","https://www.google.com/maps/place/Urban+Outfitters/@42.4384261,-76.4973792,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0819c6b004417:0xc5af1228b3cf3a3d!8m2!3d42.4384261!4d-76.4973792!16s%2Fg%2F1tlkdblg?hl=en&entry=ttu","1","3.8","42.4384261","-76.4973792"
"ChIJZ0srfpyB0IkRUfw2Rd0fKSU","2677706488657935441","15 STEPS","171 E State St","Ithaca","New York","Gift shop","false","62",,"62","false",,"false","https://www.google.com/maps/place/15+STEPS/@42.4394506,-76.4967626,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0819c7e2b4b67:0x25291fdd4536fc51!8m2!3d42.4394506!4d-76.4967626!16s%2Fg%2F1vq9n7sw?hl=en&entry=ttu","21","4.7","42.4394506","-76.4967626"
"ChIJndqRYRqC0IkRrURr_mG5ICA","2315054038999844013","The Cornell Store","135 Ho Plaza","Ithaca","New York","Clothing store","false","897",,"341","false",,"false","https://www.google.com/maps/place/The+Cornell+Store/@42.4467383,-76.4842171,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0821a6191da9d:0x2020b961fe6b44ad!8m2!3d42.4467383!4d-76.4842171!16s%2Fg%2F1hm23xygq?hl=en&entry=ttu","13","4.5","42.4467383","-76.4842171"
"ChIJeSuJXguB0IkR827G2abuBzQ","3749227615194869491","Eastern Mountain Sports","Threshold Plaza, 722 S Meadow St Suite 1100","Ithaca","NY","Outdoor sports store","false","49",,"21","false","Outdoor-oriented chain specializing in gear, apparel, shoes & accessories, plus travel products.","false","https://www.google.com/maps/place/Eastern+Mountain+Sports/@42.4309457,-76.5092544,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0810b5e892b79:0x3407eea6d9c66ef3!8m2!3d42.4309457!4d-76.5092544!16s%2Fg%2F1tggbz05?hl=en&entry=ttu","20","3.9","42.4309457","-76.5092544"
"ChIJZfumAcWB0IkRjy_58C49XXE","8168752570940600207","Upcycled Upstate","950 Danby Rd Artist Alley Studio 32-A","Ithaca","NY","Clothing store","true","1",,"3","false",,"false","https://www.google.com/maps/place/Upcycled+Upstate/@42.4230768,-76.5022805,17z/data=!3m1!4b1!4m6!3m5!1s0x89d081c501a6fb65:0x715d3d2ef0f92f8f!8m2!3d42.4230768!4d-76.5022805!16s%2Fg%2F11twqdcqd_?hl=en&entry=ttu","19","5","42.4230768","-76.5022805"
"ChIJ7waoVZyB0IkRryILEZtHEYU","9588523812979942063","The Vintage Industry","Within Pastimes Antiques, 215 N Cayuga St","Ithaca","NY","Vintage clothing store","false","11",,"18","false",,"false","https://www.google.com/maps/place/The+Vintage+Industry/@42.4408648,-76.4985374,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0819c55a806ef:0x8511479b110b22af!8m2!3d42.4408648!4d-76.4985374!16s%2Fg%2F11c311tknc?hl=en&entry=ttu","20","4.8","42.4408648","-76.4985374"
"ChIJN0JMepuB0IkR0MSNtlDtNtw","15868131268002432208","T-Shirt Express (now Muckles Ink)","500 S Meadow St","Ithaca","New York","T-shirt store","false","12",,"21","false",,"false","https://www.google.com/maps/place/T-Shirt+Express+(now+Muckles+Ink)/@42.4356819,-76.5107051,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0819b7a4c4237:0xdc36ed50b68dc4d0!8m2!3d42.4356819!4d-76.5107051!16s%2Fg%2F1tfntz_m?hl=en&entry=ttu","15","3.8","42.4356819","-76.5107051"
"ChIJJRADS3aB0IkRcgqNKNPUaTw","4353244518213814898","Mama Goose","609 W Clinton St","Ithaca","New York","Childrens store","false","153",,"82","false",,"false","https://www.google.com/maps/place/Mama+Goose/@42.43612,-76.5062772,17z/data=!3m1!4b1!4m6!3m5!1s0x89d081764b031025:0x3c69d4d3288d0a72!8m2!3d42.43612!4d-76.5062772!16s%2Fg%2F1tf4f_x_?hl=en&entry=ttu","14","4.5","42.43612","-76.5062772"
"ChIJA_UgAAhw2okRSdhOX59GR8U","14215408399131007049","Tompkins Cortland CC Bookstore","170 North St","Dryden","New York","Book store","false","6",,,"false",,"false","https://www.google.com/maps/place/Tompkins+Cortland+CC+Bookstore/@42.5026401,-76.2876265,17z/data=!3m1!4b1!4m6!3m5!1s0x89da70080020f503:0xc547469f5f4ed849!8m2!3d42.5026401!4d-76.2876265!16s%2Fg%2F1vzqt7jj?hl=en&entry=ttu","20","4.7","42.5026401","-76.2876265"
"ChIJ0y9iLAqB0IkRkwBZeiZtv2A","6971410760221655187","Scrubs 'R' Us","223 Elmira Rd","Ithaca","New York","Uniform store","false","15",,,"false",,"false","https://www.google.com/maps/place/Scrubs+'R'+Us/@42.428834,-76.5056311,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0810a2c622fd3:0x60bf6d267a590093!8m2!3d42.428834!4d-76.5056311!16s%2Fg%2F1hhjlzw9g?hl=en&entry=ttu","20","4.9","42.428834","-76.5056311"
"ChIJ6ZoBdrF_0IkRjBkRmzVXud8","16121012228895873420","Ithaca Sheepskin","134 E State St","Ithaca","New York","Sheepskin and wool products supplier","false","16",,"11","false",,"false","https://www.google.com/maps/place/Ithaca+Sheepskin/@42.4398299,-76.4977463,17z/data=!3m1!4b1!4m6!3m5!1s0x89d07fb176019ae9:0xdfb957359b11198c!8m2!3d42.4398299!4d-76.4977463!16s%2Fg%2F1tgnblg_?hl=en&entry=ttu","38","4.5","42.4398299","-76.4977463"
"ChIJtSEM9RuB0IkRXJvPNgfjdzc","3996912814438456156","The Salvation Army Thrift Store & Donation Center","381 Elmira Rd","Ithaca","New York","Thrift store","false","186",,"43","false",,"false","https://www.google.com/maps/place/The+Salvation+Army+Thrift+Store+%26+Donation+Center/@42.4202579,-76.5186932,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0811bf50c21b5:0x3777e30736cf9b5c!8m2!3d42.4202579!4d-76.5186932!16s%2Fg%2F1tdgl74m?hl=en&entry=ttu","40","4","42.4202579","-76.5186932"
"ChIJnyNxx5yB0IkRbh7RFLi_86c","12102227421018791534","Pastimes","Dewitt Mall Bldg, 215 N Cayuga St","Ithaca","New York","Antique store","false","14",,"11","false",,"false","https://www.google.com/maps/place/Pastimes/@42.440872,-76.498802,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0819cc771239f:0xa7f3bfb814d11e6e!8m2!3d42.440872!4d-76.498802!16s%2Fg%2F1tgwbwst?hl=en&entry=ttu","41","4.7","42.440872","-76.498802"
"ChIJVZc_8JqB0IkRoXhWG11sB0c","5118178648676268193","Mimi's Attic","401 Elmira Rd","Ithaca","New York","Consignment shop","false","221",,"165","false",,"false","https://www.google.com/maps/place/Mimi's+Attic/@42.4194791,-76.5193158,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0819af03f9755:0x47076c5d1b5678a1!8m2!3d42.4194791!4d-76.5193158!16s%2Fg%2F1tdd679m?hl=en&entry=ttu","36","4.5","42.4194791","-76.5193158"
"ChIJ37supzuB0IkRqRyttmkOS8A","13856184525734616233","DICK'S Sporting Goods","710 S Meadow St","Ithaca","New York","Sporting goods store","false","5",,"2","false",,"false","https://www.google.com/maps/place/DICK'S+Sporting+Goods/@42.432018,-76.5103437,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0813ba72ebbdf:0xc04b0e69b6ad1ca9!8m2!3d42.432018!4d-76.5103437!16s%2Fg%2F11vf81r_12?hl=en&entry=ttu","33","2.6","42.432018","-76.5103437"
"ChIJ_ykrfpyB0IkRgWy1DqZi7Sg","2949121796348406913","Jillian's Drawers","609 W Clinton St","Ithaca","New York","Baby store","false","37",,"49","false","Resource center offering baby & breast-feeding supplies, plus cloth-diaper services & classes.","false","https://www.google.com/maps/place/Jillian's+Drawers/@42.4363916,-76.5063389,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0819c7e2b29ff:0x28ed62a60eb56c81!8m2!3d42.4363916!4d-76.5063389!16s%2Fg%2F1hc0tp_0y?hl=en&entry=ttu","27","4.9","42.4363916","-76.5063389"
"ChIJIbXe9pyB0IkRy-qgyFTU68c","14405841293682993867","Homegrown Skateshop","104 E State St","Ithaca","New York","Skateboard shop","false","58",,"16","false",,"false","https://www.google.com/maps/place/Homegrown+Skateshop/@42.4396791,-76.4987593,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0819cf6deb521:0xc7ebd454c8a0eacb!8m2!3d42.4396791!4d-76.4987593!16s%2Fg%2F1tflh63d?hl=en&entry=ttu","32","4.2","42.4396791","-76.4987593"
"ChIJwZCA_EmB0IkRD_dGWmHybX8","9182261715218659087","Adrina Dietra","111 W State St","Ithaca","New York","Lingerie store","false","12",,"100","false",,"false","https://www.google.com/maps/place/Adrina+Dietra/@42.4393003,-76.4995948,17z/data=!3m1!4b1!4m6!3m5!1s0x89d08149fc8090c1:0x7f6df2615a46f70f!8m2!3d42.4393003!4d-76.4995948!16s%2Fg%2F11fm9myv9t?hl=en&entry=ttu","23","4.9","42.4393003","-76.4995948"
"ChIJ22mHYwqB0IkRHw5oJ56LlWs","7752255844970401311","Wearables by Fresch Threadz Embroidery & Screen Printing","207 Elmira Rd #5300","Ithaca","New York","Embroidery shop","false","11",,"16","false",,"false","https://www.google.com/maps/place/Wearables+by+Fresch+Threadz+Embroidery+%26+Screen+Printing/@42.4303265,-76.5035389,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0810a638769db:0x6b958b9e27680e1f!8m2!3d42.4303265!4d-76.5035389!16s%2Fg%2F1tfvtxys?hl=en&entry=ttu","22","4.3","42.4303265","-76.5035389"
"ChIJH-6oqfjajKARkbCf8CMPgLc","13222585152995045521","Armadillo Outfitter","7 Park Ln b","Lansing","New York","Clothing store","false","0",,"70","false",,"false","https://www.google.com/maps/place/Armadillo+Outfitter/@42.5375229,-76.5439687,17z/data=!3m1!4b1!4m6!3m5!1s0xa08cdaf8a9a8ee1f:0xb7800f23f09fb091!8m2!3d42.5375229!4d-76.5439687!16s%2Fg%2F11q463g6wz?hl=en&entry=ttu","11",,"42.5375229","-76.5439687"
"ChIJ3SCBiat22okRoqylzYPXu6w","12446778956259372194","Family Dollar","110 W South St","Groton","New York","Dollar store","false","42","$","14","false","Discount chain carrying a variety of goods, including groceries, household items & beauty products.","false","https://www.google.com/maps/place/Family+Dollar/@42.5854447,-76.3676174,17z/data=!3m1!4b1!4m6!3m5!1s0x89da76ab898120dd:0xacbbd783cda5aca2!8m2!3d42.5854447!4d-76.3676174!16s%2Fg%2F11r8m6wxm?hl=en&entry=ttu","38","4","42.5854447","-76.3676174"
"ChIJQb67dlqC0IkRxuI-OgeGHdQ","15284520075965424326","Encore West","40 Catherwood Rd f22","Ithaca","New York","Clothing store","true","6",,"8","false",,"false","https://www.google.com/maps/place/Encore+West/@42.4829063,-76.4907531,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0825a76bbbe41:0xd41d86073a3ee2c6!8m2!3d42.4829063!4d-76.4907531!16s%2Fg%2F11gds7j6ty?hl=en&entry=ttu","40","3.8","42.4829063","-76.4907531"
"ChIJI0EdjGmD0IkR-moyh2463Mo","14617622736926829306","Shirt Ninja Store","40 Catherwood Rd","Ithaca","New York","Custom t-shirt store","false","8",,"36","false",,"false","https://www.google.com/maps/place/Shirt+Ninja+Store/@42.4836673,-76.4908753,17z/data=!3m1!4b1!4m6!3m5!1s0x89d083698c1d4123:0xcadc3a6e87326afa!8m2!3d42.4836673!4d-76.4908753!16s%2Fg%2F11n06_ww45?hl=en&entry=ttu","31","5","42.4836673","-76.4908753"
"ChIJPT6jXTtx2okReUhJqZ1KPbw","13564079693720275065","Aracely's Boutique","465 N Rd","Freeville","New York","Thrift store","false","0",,"2","false",,"false","https://www.google.com/maps/place/Aracely's+Boutique/@42.523717,-76.305206,17z/data=!3m1!4b1!4m6!3m5!1s0x89da713b5da33e3d:0xbc3d4a9da9494879!8m2!3d42.523717!4d-76.305206!16s%2Fg%2F11t2_j56np?hl=en&entry=ttu","60",,"42.523717","-76.305206"
"ChIJp3rm5T-C0IkRpPQOCYtapKc","12079879653713441956","Hage Tailor Shop","903 Hanshaw Rd","Ithaca","New York","Tailor","false","41",,"3","false",,"false","https://www.google.com/maps/place/Hage+Tailor+Shop/@42.4689393,-76.4799878,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0823fe5e67aa7:0xa7a45a8b090ef4a4!8m2!3d42.4689393!4d-76.4799878!16s%2Fg%2F1tdx0j7c?hl=en&entry=ttu","78","3.9","42.4689393","-76.4799878"
