stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
1769,1769,"CISER",,42.4385299683,-76.465202,,,0,,0
1770,1770,"CISER",,42.4386291504,-76.465202,,,0,,0
1771,1771,"East Hill Office Building",,42.4386732633,-76.463092,,,0,,0
1772,1772,"East Hill Office Building",,42.4385948547,-76.462976,,,0,,0
1774,1774,"East Hill Plaza",,42.4376182556,-76.462776,,,0,,0
2309,2309,"EcoVillage",,42.4481811523,-76.540108,,,0,,0
2310,2310,"EcoVillage",,42.4482650757,-76.540222,,,0,,0
2315,2315,"Mecklenburg Rd @ Sheffield",,42.4473609924,-76.571388,,,0,,0
2316,2316,"Mecklenburg Rd @ Sheffield",,42.4473762512,-76.57106,,,0,,0
2319,2319,"Mecklenburg Rd @ Van Dorn",,42.4520530701,-76.591423,,,0,,0
2320,2320,"Mecklenburg Rd @ Van Dorn",,42.4520988464,-76.590965,,,0,,0
2323,2323,"Mecklenburg Rd @ Applegate",,42.4515228271,-76.611549,,,0,,0
2324,2324,"Mecklenburg Rd @ Applegate",,42.4516029358,-76.611176,,,0,,0
2325,2325,"Mecklenburg Rd at Sandy Creek",,42.4510688782,-76.626183,,,0,,0
2326,2326,"Mecklenburg Rd at Sandy Creek",,42.4511489868,-76.626022,,,0,,0
2329,2329,"Enfield Elementary",,42.4496955872,-76.631004,,,0,,0
2330,2330,"Enfield Elementary",,42.4496879578,-76.631104,,,0,,0
2333,2333,"Enfield Park and Ride",,42.4381980896,-76.630821,,,0,,0
2334,2334,"Enfield Park and Ride",,42.4382209778,-76.630882,,,0,,0
2337,2337,"Enfield Main Rd @ Bostwick",,42.4213867188,-76.629402,,,0,,0
2338,2338,"Enfield Main Rd @ Bostwick",,42.4215354919,-76.629517,,,0,,0
2339,2339,"Enfield Highway Department",,42.4160690308,-76.627701,,,0,,0
2511,2511,"Candlewyck Park Apts",,42.4599685669,-76.528595,,,0,,0
2514,2514,"Trumansburg Rd @ Bundy",,42.4605751038,-76.52977,,,0,,0
2533,2533,"1229 Trumansburg Rd - Cayuga Ridge",,42.462474823,-76.53273,,,0,,0
2534,2534,"1229 Trumansburg Rd - Cayuga Ridge",,42.4624290466,-76.532852,,,0,,0
2542,2542,"Overlook Apts",,42.4657745361,-76.540718,,,0,,0
2543,2543,"Cayuga Meadows",,42.4644203186,-76.541122,,,0,,0
2545,2545,"Cayuga Medical ER",,42.4691112,-76.538341,,,0,,0
2546,2546,"Cayuga Medical Center",,42.4682655334,-76.537064,,,0,,0
2547,2547,"Museum of the Earth",,42.4672050476,-76.536995,,,0,,0
2550,2550,"Trumansburg Rd at CMC",,42.4666137695,-76.539749,,,0,,0
2553,2553,"Trumansburg Rd at CMC",,42.4667510986,-76.539795,,,0,,0
2555,2555,"Trumansburg Rd at Professional Building",,42.4679908752,-76.541824,,,0,,0
2556,2556,"Trumansburg Rd at Professional Building",,42.4678611755,-76.541779,,,0,,0
2557,2557,"Professional Building",,42.468006134,-76.541252,,,0,,0
2559,2559,"Trumansburg Rd @ Dubois",,42.4713745117,-76.54705,,,0,,0
2560,2560,"Trumansburg Rd @ Dubois",,42.4714317322,-76.547417,,,0,,0
2563,2563,"Trumansburg Rd @ Woolf",,42.4774742126,-76.557503,,,0,,0
2564,2564,"Trumansburg Rd @ Woolf",,42.477558136,-76.557755,,,0,,0
2567,2567,"Trumansburg Rd @ Iradell",,42.4800338745,-76.560837,,,0,,0
2568,2568,"Trumansburg Rd @ Iradell",,42.4801864624,-76.561195,,,0,,0
2573,2573,"Trumansburg Rd @ Krums Corner",,42.4860954285,-76.57325,,,0,,0
2574,2574,"Trumansburg Rd @ Krums Corner",,42.4861183167,-76.57357,,,0,,0
2577,2577,"Trumansburg Rd @ Perry City Rd",,42.4957313538,-76.595734,,,0,,0
2578,2578,"Trumansburg Rd @ Perry City Rd",,42.4959106445,-76.596428,,,0,,0
2581,2581,"Trumansburg Rd @ Colegrove",,42.5050468445,-76.610146,,,0,,0
2582,2582,"Trumansburg Rd @ Colegrove",,42.5050811768,-76.610367,,,0,,0
2583,2583,"Jacksonville Post Office",,42.5077590942,-76.613831,,,0,,0
2584,2584,"Jacksonville Post Office",,42.5077133179,-76.613922,,,0,,0
2611,2611,"Trumansburg Rd at Shur-Save",,42.5340919495,-76.642525,,,0,,0
2612,2612,"Trumansburg Rd at Kinney Drugs",,42.5340156555,-76.642586,,,0,,0
2615,2615,"E Main @ Cemetery Rd",,42.5367431641,-76.647865,,,0,,0
2616,2616,"E Main @ Cemetery Rd",,42.536655426,-76.647957,,,0,,0
2619,2619,"Trumansburg Central School",,42.5392951965,-76.653046,,,0,,0
2620,2620,"Trumansburg Central School",,42.5392684937,-76.653206,,,0,,0
2623,2623,"Main @ South (Trumansburg)",,42.5410881042,-76.65873,,,0,,0
2624,2624,"Main @ South (Trumansburg)",,42.5409507751,-76.658554,,,0,,0
2627,2627,"Main @ Washington (Trumansburg)",,42.5421714783,-76.662697,,,0,,0
2628,2628,"Main @ Washington (Trumansburg)",,42.5420722961,-76.662788,,,0,,0
2631,2631,"Trumansburg Park and Ride",,42.5419540405,-76.666672,,,0,,0
2641,2641,"Juniper Manor",,42.5404014587,-76.663864,,,0,,0
2669,2669,"Main @ Seneca (Trumansburg)",,42.5472602844,-76.672882,,,0,,0
2670,2670,"Seneca @ Main (Trumansburg)",,42.5473518372,-76.67321,,,0,,0
2671,2671,"Compass MHC",,42.5472373962,-76.678131,,,0,,0
3111,3111,"East Shore Dr @ Burdick Hill",,42.4977798462,-76.50972,,,0,,0
3112,3112,"East Shore Dr @ Burdick Hill",,42.497959137,-76.509857,,,0,,0
3115,3115,"East Shore Dr @ Waterwagon",,42.5155677795,-76.508316,,,0,,0
3116,3116,"East Shore Dr @ Waterwagon",,42.5157165527,-76.50843,,,0,,0
3119,3119,"East Shore Dr @ Asbury",,42.5249671936,-76.500092,,,0,,0
3120,3120,"East Shore Dr @ Asbury",,42.5251197815,-76.50029,,,0,,0
3129,3129,"East Shore Dr @ Cayuga Vista",,42.5328826904,-76.502785,,,0,,0
313,313,"Hudson @ Columbia",,42.4357910156,-76.492256,,,0,,0
3130,3130,"East Shore Dr @ Cayuga Vista",,42.5328483582,-76.502991,,,0,,0
3137,3137,"Lansing Town Hall",,42.5379104614,-76.502403,,,0,,0
3139,3139,"East Shore Dr @ Auburn Rd",,42.5376777649,-76.505966,,,0,,0
314,314,"Hudson @ Columbia",,42.4359359741,-76.492378,,,0,,0
3140,3140,"East Shore Dr @ Ridge Rd",,42.5374908447,-76.50618,,,0,,0
3141,3141,"Ridge Rd @ Conlon",,42.5379638672,-76.50782,,,0,,0
3142,3142,"Ridge Rd @ Conlon",,42.5380096436,-76.507584,,,0,,0
3149,3149,"Ridge Rd @ Brickyard",,42.5433769226,-76.525162,,,0,,0
3150,3150,"Ridge Rd @ Brickyard",,42.5434303284,-76.524826,,,0,,0
3154,3154,"Lansing School",,42.5427398682,-76.536758,,,0,,0
3158,3158,"Ridge Rd @ Ludlowville Rd",,42.542175293,-76.536819,,,0,,0
317,317,"Hudson at South Hill School",,42.4337043762,-76.491631,,,0,,0
318,318,"Hudson at South Hill School",,42.4337234497,-76.491737,,,0,,0
323,323,"Hudson @ Pearsall",,42.4314498901,-76.492088,,,0,,0
324,324,"Hudson @ Grandview",,42.4310035706,-76.492424,,,0,,0
327,327,"Coddington @ Hudson",,42.4290771484,-76.491089,,,0,,0
328,328,"Hudson @ Coddington",,42.4293479919,-76.491463,,,0,,0
329,329,"Coddington at Ithaca College",,42.4268226624,-76.488838,,,0,,0
330,330,"Coddington at Ithaca College",,42.4268188477,-76.488937,,,0,,0
3305,3305,"Warren @ Asbury",,42.5246658325,-76.47261,,,0,,0
3306,3306,"Asbury @ Warren",,42.524723053,-76.472847,,,0,,0
3309,3309,"Asbury @ Armstrong",,42.5268669128,-76.484116,,,0,,0
3310,3310,"Asbury @ Armstrong",,42.5269508362,-76.48381,,,0,,0
3312,3312,"Asbury @ Triphammer",,42.5267333984,-76.491699,,,0,,0
3313,3313,"Triphammer @ Asbury Rd",,42.5265846252,-76.491776,,,0,,0
3314,3314,"Triphammer @ Asbury",,42.5267944336,-76.491959,,,0,,0
3315,3315,"Triphammer @ Peruville",,42.5383224487,-76.492561,,,0,,0
3316,3316,"Triphammer @ Peruville",,42.5380020142,-76.492683,,,0,,0
337,337,"Ithaca College - Garden Apts",,42.4250526428,-76.492081,,,0,,0
338,338,"Ithaca College - Garden Apts",,42.4251823425,-76.49192,,,0,,0
339,339,"Ithaca College - Roy Park School",,42.4242744446,-76.495438,,,0,,0
340,340,"Ithaca College - Roy Park School",,42.4243507385,-76.495422,,,0,,0
341,341,"Ithaca College - Main Entrance",,42.4214057922,-76.499977,,,0,,0
342,342,"Ithaca College - Alumni Circle",,42.4218025208,-76.499657,,,0,,0
343,343,"Ithaca College - Alumni Circle",,42.4217300415,-76.499405,,,0,,0
348,348,"Ithaca College - Butterfield Stadium",,42.4194641113,-76.498459,,,0,,0
349,349,"Ithaca College - The Towers",,42.420337677,-76.494415,,,0,,0
351,351,"Ithaca College - Terrace Apts",,42.4196090698,-76.49659,,,0,,0
3511,3511,"Triphammer @ Hanshaw",,42.4696922302,-76.480324,,,0,,0
3512,3512,"Triphammer @ Hanshaw",,42.4698143005,-76.480644,,,0,,0
3515,3515,"Triphammer @ Texas",,42.47265625,-76.481323,,,0,,0
3516,3516,"Triphammer @ Spruce",,42.4725456238,-76.481438,,,0,,0
3519,3519,"Triphammer @ Winthrop",,42.4752044678,-76.481628,,,0,,0
352,352,"Ithaca College - Terrace Apts",,42.4196815491,-76.49659,,,0,,0
3520,3520,"Triphammer @ Winthrop",,42.4752159119,-76.481857,,,0,,0
3521,3521,"Triphammer at Kendal",,42.4766273499,-76.48175,,,0,,0
3522,3522,"Triphammer at Kendal",,42.4766578674,-76.481979,,,0,,0
3523,3523,"Sheraton @ Triphammer",,42.4781608582,-76.481316,,,0,,0
3524,3524,"Sheraton @ Triphammer",,42.4782409668,-76.481407,,,0,,0
3525,3525,"Lansing West Apts",,42.479057312,-76.482613,,,0,,0
3526,3526,"Triphammer Marketplace",,42.4787139893,-76.482216,,,0,,0
3547,3547,"Cinema @ Sheraton",,42.4786071777,-76.478294,,,0,,0
3548,3548,"Cinema @ Sheraton",,42.4786529541,-76.478394,,,0,,0
3549,3549,"Cinema @ Uptown",,42.4809761047,-76.478439,,,0,,0
3550,3550,"Uptown @ Cinema",,42.4811058044,-76.478333,,,0,,0
3553,3553,"Uptown Village Apts",,42.4784736633,-76.472534,,,0,,0
3554,3554,"Uptown Village Apts",,42.4784927368,-76.472672,,,0,,0
3555,3555,"Gaslight Village Apts",,42.4812850952,-76.474915,,,0,,0
3556,3556,"Gaslight Village Apts",,42.481338501,-76.474922,,,0,,0
3557,3557,"University Park Apts",,42.4807395935,-76.472801,,,0,,0
3558,3558,"University Park Apts",,42.4805488586,-76.472885,,,0,,0
3559,3559,"Warrenwood Apts",,42.4785232544,-76.468956,,,0,,0
3560,3560,"Warrenwood Apts",,42.4785842896,-76.468826,,,0,,0
3579,3579,"Cayuga Mall",,42.4836730957,-76.485535,,,0,,0
3584,3584,"YMCA",,42.4859695435,-76.488831,,,0,,0
3588,3588,"The Shops at Ithaca Mall",,42.4826202393,-76.489914,,,0,,0
3593,3593,"Tops Supermarket (Lansing)",,42.482421875,-76.486397,,,0,,0
3601,3601,"Triphammer @ Graham",,42.4860038757,-76.487053,,,0,,0
3605,3605,"Triphammer @ Craft",,42.4903717041,-76.489594,,,0,,0
3606,3606,"Triphammer @ Craft",,42.4906539917,-76.489883,,,0,,0
3609,3609,"Triphammer @ Horizon",,42.4983062744,-76.490303,,,0,,0
361,361,"South Hill Business Park",,42.4235572815,-76.501976,,,0,,0
3610,3610,"Triphammer @ Burdick Hill",,42.4985656738,-76.490517,,,0,,0
3613,3613,"Triphammer @ Triphammer Terrace",,42.5159606934,-76.491188,,,0,,0
3614,3614,"Triphammer @ Waterwagon",,42.5162734985,-76.491379,,,0,,0
365,365,"Longview",,42.415725708,-76.503906,,,0,,0
369,369,"Danby @ Vista",,42.4131011963,-76.502968,,,0,,0
3711,3711,"Pleasant Grove @ Hanshaw",,42.4676551819,-76.477821,,,0,,0
3712,3712,"Pleasant Grove @ Hanshaw",,42.4673194885,-76.477898,,,0,,0
3715,3715,"Hanshaw @ Blackstone",,42.4669265747,-76.470787,,,0,,0
3716,3716,"Hanshaw @ Blackstone",,42.4670295715,-76.470512,,,0,,0
372,372,"College Circle Apts - North Entrance",,42.4130744934,-76.500534,,,0,,0
3721,3721,"Warren @ Christopher",,42.4720115662,-76.464485,,,0,,0
3722,3722,"Warren @ Christopher",,42.4720687866,-76.464592,,,0,,0
3725,3725,"Warren at BOCES",,42.4747924805,-76.465851,,,0,,0
3726,3726,"Dewitt Middle School",,42.4748878479,-76.466103,,,0,,0
3727,3727,"Warren at Warrenwood Apts",,42.4776611328,-76.466888,,,0,,0
3728,3728,"Warren at Warrenwood Apts",,42.4770545959,-76.467026,,,0,,0
373,373,"College Circle Apts - Community Building",,42.4115715027,-76.500519,,,0,,0
3733,3733,"22 Arrowwood Drive",,42.4798583984,-76.465172,,,0,,0
3735,3735,"10 Brentwood Drive",,42.480506897,-76.46402,,,0,,0
3740,3740,"Warren @ Dart",,42.4834594727,-76.46743,,,0,,0
3741,3741,"Warren @ Dart",,42.4833564758,-76.467247,,,0,,0
3743,3743,"Warren @ Northwoods",,42.4860229492,-76.467331,,,0,,0
3744,3744,"Warren @ Northwoods",,42.4862976074,-76.467537,,,0,,0
3745,3745,"Northwoods Apts",,42.4863357544,-76.470436,,,0,,0
3747,3747,"Warren Rd Post Office",,42.4899559021,-76.46756,,,0,,0
3748,3748,"Warren @ Bomax",,42.4901771545,-76.467796,,,0,,0
3749,3749,"Tompkins County Jail",,42.4930114746,-76.467758,,,0,,0
3750,3750,"Borg Warner",,42.4933395386,-76.467964,,,0,,0
3751,3751,"Warren @ Dutch Mill",,42.508017949,-76.471714,,,0,,0
3752,3752,"Warren @ Dutch Mill",,42.5078926086,-76.471825,,,0,,0
3759,3759,"Warren @ Farrell",,42.514465332,-76.472069,,,0,,0
376,376,"College Circle Apts - North Lot",,42.412563324,-76.499191,,,0,,0
3760,3760,"Warren @ Farrell",,42.5147247314,-76.472206,,,0,,0
3761,3761,"Springbrook @ Farrell",,42.5145645142,-76.467926,,,0,,0
3762,3762,"Village Solars South",,42.5094261169,-76.47081,,,0,,0
3763,3763,"Village Solars South",,42.5093536377,-76.47081,,,0,,0
3764,3764,"Village Solars North",,42.5115127563,-76.47081,,,0,,0
3765,3765,"Village Solars North",,42.5114479065,-76.470795,,,0,,0
3781,3781,"Thornwood @ Brown",,42.4872550964,-76.46492,,,0,,0
3782,3782,"Brown @ Thornwood",,42.4873008728,-76.465141,,,0,,0
3783,3783,"Brown @ Culligan",,42.487487793,-76.462181,,,0,,0
3784,3784,"Culligan @ Brown",,42.4877853394,-76.462502,,,0,,0
3785,3785,"Airport",,42.4905204773,-76.463974,,,0,,0
3790,3790,"Langmuir Lab",,42.4854812622,-76.458176,,,0,,0
3794,3794,"20 Thornwood Dr",,42.4840164185,-76.463638,,,0,,0
3900,3900,"Warren @ Hanshaw",,42.4671707153,-76.466042,,,0,,0
3901,3901,"Hanshaw @ Warren",,42.4670753479,-76.466278,,,0,,0
3902,3902,"Hanshaw @ Warren",,42.4671363831,-76.465836,,,0,,0
3903,3903,"Hanshaw @ Muriel",,42.4671821594,-76.461723,,,0,,0
3904,3904,"Muriel @ Hanshaw",,42.4673080444,-76.461678,,,0,,0
3905,3905,"Hanshaw @ Salem",,42.4672622681,-76.458817,,,0,,0
3906,3906,"Hanshaw @ Salem",,42.467338562,-76.458504,,,0,,0
3908,3908,"Hanshaw @ Muriel",,42.467250824,-76.461487,,,0,,0
3909,3909,"Salem @ Maplewood",,42.4693336487,-76.45871,,,0,,0
3911,3911,"Salem @ Birchwood",,42.4712753296,-76.457008,,,0,,0
3915,3915,"Winston Court Apts",,42.475566864,-76.457382,,,0,,0
3917,3917,"Winston @ Rose Hill",,42.4740486145,-76.45826,,,0,,0
3919,3919,"Rose Hill @ Tareyton",,42.4740066528,-76.459808,,,0,,0
3921,3921,"Rose Hill @ Muriel",,42.4739379883,-76.461838,,,0,,0
3923,3923,"128 Muriel St",,42.4706077576,-76.461807,,,0,,0
3931,3931,"Hanshaw @ Sapsucker Woods",,42.4674797058,-76.450233,,,0,,0
3932,3932,"Sapsucker Woods @ Hanshaw",,42.4675483704,-76.450371,,,0,,0
3936,3936,"Lab of Ornithology",,42.4793357849,-76.450516,,,0,,0
3937,3937,"Lab of Ornithology",,42.4792807064,-76.45053,,,0,,0
3947,3947,"Guthrie Ithaca",,42.4764938354,-76.432449,,,0,,0
3949,3949,"Hanshaw Village",,42.4830474854,-76.431145,,,0,,0
3951,3951,"Hanshaw Village",,42.4833641052,-76.429214,,,0,,0
4311,4311,"Freeville Rd at William George Academy",,42.5053100586,-76.334885,,,0,,0
4312,4312,"Freeville Rd at William George Academy",,42.5052757263,-76.335045,,,0,,0
4315,4315,"Railroad @ Cook (Freeville)",,42.5124435425,-76.342766,,,0,,0
4316,4316,"Railroad @ Cook (Freeville)",,42.5124053955,-76.343048,,,0,,0
4318,4318,"Station Park - Freeville",,42.5131225586,-76.345047,,,0,,0
4321,4321,"Freeville Park and Ride",,42.51197052,-76.350449,,,0,,0
